Code Acte;Code acte/activité/phase;Libellé long;Code Activité;Code Phase;Code Regroupement;Tarif secteur 1 et 2 adhérant à l'OPTAM/OPTAM-CO;Tarif secteur 2 non adhérant à l'OPTAM/OPTAM-CO; Quantité d'actes  ;HSD;Montants remboursés;Catégorie d'acte;Sous-catégorie d'acte
GBFA001;GBFA00140;Exérèse de lésion du sinus frontal, par abord frontosourcilier;4;0;ADA;105.57 €;105.57 €;31;3 099 €;3 099 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBFA001;GBFA00110;Exérèse de lésion du sinus frontal, par abord frontosourcilier;1;0;ADC;235.62 €;206.89 €;36;7 274 €;7 274 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBFA002;GBFA00240;Exérèse de lésion du sinus ethmoïdal, par abord paralatéronasal ou par abord bilatéral de la fosse canine [abord bivestibulaire];4;0;ADA;112.53 €;112.53 €;21;2 271 €;2 271 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBFA002;GBFA00210;Exérèse de lésion du sinus ethmoïdal, par abord paralatéronasal ou par abord bilatéral de la fosse canine [abord bivestibulaire];1;0;ADC;270.74 €;270.74 €;21;5 939 €;5 939 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBFA003;GBFA00340;Exérèse de lésion du sinus frontal, par abord coronal;4;0;ADA;153.23 €;153.23 €;5;644 €;644 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBFA003;GBFA00310;Exérèse de lésion du sinus frontal, par abord coronal;1;0;ADC;284.90 €;235.47 €;8;1 667 €;1 667 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBFA004;GBFA00440;Résection totale unilatérale du sinus ethmoïdal avec exérèse de la lame criblée et de méninge, par abord paralatéronasal;4;0;ADA;228.58 €;228.58 €;0;;;Autres Actes de Chirurgie;Actes chirurgicaux
GBFA004;GBFA00410;Résection totale unilatérale du sinus ethmoïdal avec exérèse de la lame criblée et de méninge, par abord paralatéronasal;1;0;ADC;759.22 €;598.36 €;4;2 548 €;2 567 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBFA005;GBFA00540;Résection totale unilatérale du sinus ethmoïdal avec sinusotomie sphénoïdale et maxillaire, par abord paralatéronasal;4;0;ADA;200.72 €;200.72 €;1;204 €;204 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBFA005;GBFA00510;Résection totale unilatérale du sinus ethmoïdal avec sinusotomie sphénoïdale et maxillaire, par abord paralatéronasal;1;0;ADC;508.97 €;453.20 €;2;743 €;906 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBFA006;GBFA00640;Résection totale bilatérale du sinus ethmoïdal avec sinusotomie sphénoïdale et maxillaire, par abord paralatéronasal et/ou par abord infrafronto-orbito-nasal;4;0;ADA;281.73 €;281.73 €;0;;;Autres Actes de Chirurgie;Actes chirurgicaux
GBFA006;GBFA00610;Résection totale bilatérale du sinus ethmoïdal avec sinusotomie sphénoïdale et maxillaire, par abord paralatéronasal et/ou par abord infrafronto-orbito-nasal;1;0;ADC;648.34 €;445.19 €;1;533 €;533 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBFA007;GBFA00740;Exérèse de lésion du sinus sphénoïdal, par endoscopie;4;0;ADA;101.17 €;101.17 €;152;13 819 €;13 766 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBFA007;GBFA00710;Exérèse de lésion du sinus sphénoïdal, par endoscopie;1;0;ADC;246.40 €;195.58 €;166;33 737 €;33 620 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBFA008;GBFA00840;Ethmoïdectomie antérieure bilatérale avec septoplastie nasale, par endoscopie;4;0;ADA;146.44 €;146.44 €;1 110;166 131 €;166 131 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBFA008;GBFA00810;Ethmoïdectomie antérieure bilatérale avec septoplastie nasale, par endoscopie;1;0;ADC;487.41 €;361.70 €;1 117;518 025 €;517 930 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBGD001;GBGD00140;Déméchage et/ou nettoyage postopératoire de sinus paranasal, sous anesthésie générale;4;0;ADA;48.00 €;48.00 €;436;18 960 €;18 638 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
GBGD001;GBGD00110;Déméchage et/ou nettoyage postopératoire de sinus paranasal, sous anesthésie générale;1;0;ATM;53.13 €;42.91 €;459;20 084 €;19 604 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
GBJA001;GBJA00140;Évacuation unilatérale ou bilatérale de collection du sinus frontal, par endoscopie nasale et par abord direct;4;0;ADA;126.09 €;126.09 €;90;9 379 €;9 379 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBJA001;GBJA00110;Évacuation unilatérale ou bilatérale de collection du sinus frontal, par endoscopie nasale et par abord direct;1;0;ADC;235.62 €;206.89 €;102;16 521 €;16 481 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBJA002;GBJA00240;Évacuation de collection du sinus frontal, par abord direct;4;0;ADA;87.97 €;87.97 €;22;1 520 €;1 520 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBJA002;GBJA00210;Évacuation de collection du sinus frontal, par abord direct;1;0;ADC;167.20 €;167.20 €;26;3 500 €;3 500 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBJB001;GBJB00110;Évacuation de collection du sinus frontal, par voie transcutanée;1;0;ATM;72.38 €;54.08 €;66;2 323 €;2 279 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
GBJD001;GBJD00110;Séance de lavage de sinus paranasal par méthode de déplacement;1;0;ATM;36.19 €;25.02 €;48 206;1 524 884 €;1 107 559 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
GBJD002;GBJD00210;Évacuation de collection du sinus maxillaire, par voie méatale inférieure;1;0;ATM;57.60 €;57.60 €;1 208;53 911 €;46 456 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
GBJE001;GBJE00110;Évacuation de collection du sinus frontal, par endoscopie nasale;1;0;ATM;161.70 €;105.89 €;171;11 511 €;11 511 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
GBJE002;GBJE00240;Évacuation de collection du sinus sphénoïdal, par endoscopie directe ou transethmoïdale;4;0;ADA;87.24 €;87.24 €;139;10 951 €;10 905 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBJE002;GBJE00210;Évacuation de collection du sinus sphénoïdal, par endoscopie directe ou transethmoïdale;1;0;ADC;159.39 €;145.12 €;145;17 413 €;17 413 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBPA001;GBPA00140;Sinusotomie maxillaire par abord de la fosse canine [abord vestibulaire], avec sinusotomie ethmoïdale et/ou sphénoïdale;4;0;ADA;118.76 €;118.76 €;179;21 168 €;21 168 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBPA001;GBPA00110;Sinusotomie maxillaire par abord de la fosse canine [abord vestibulaire], avec sinusotomie ethmoïdale et/ou sphénoïdale;1;0;ADC;287.21 €;271.92 €;187;55 297 €;55 256 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBPA002;GBPA00240;Sinusotomie maxillaire, par abord de la fosse canine [abord vestibulaire] et par voie méatale moyenne;4;0;ADA;86.14 €;86.14 €;429;34 802 €;34 618 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBPA002;GBPA00210;Sinusotomie maxillaire, par abord de la fosse canine [abord vestibulaire] et par voie méatale moyenne;1;0;ADC;167.20 €;167.20 €;450;73 333 €;72 939 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBPA003;GBPA00340;Sinusotomie frontale unilatérale ou bilatérale avec résection du septum et du plancher nasaux, par endoscopie nasale ou par abord direct;4;0;ADA;186.95 €;186.95 €;138;25 694 €;25 694 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBPA003;GBPA00310;Sinusotomie frontale unilatérale ou bilatérale avec résection du septum et du plancher nasaux, par endoscopie nasale ou par abord direct;1;0;ADC;560.56 €;430.46 €;154;58 739 €;58 757 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBPA004;GBPA00440;Sinusotomie maxillaire, par abord de la fosse canine [abord vestibulaire];4;0;ADA;80.64 €;80.64 €;1 729;134 676 €;134 592 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBPA004;GBPA00410;Sinusotomie maxillaire, par abord de la fosse canine [abord vestibulaire];1;0;ADC;167.20 €;167.20 €;2 283;392 168 €;389 902 €;Autres Actes de Chirurgie;Actes chirurgicaux
GBPE001;GBPE00110;Méatotomie nasale moyenne, par endoscopie;1;0;ATM;167.20 €;167.20 €;12 076;1 752 341 €;1 749 293 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
GBPE002;GBPE00210;Marsupialisation de mucocèle du sinus ethmoïdal et/ou du sinus frontal, par endoscopie;1;0;ATM;232.54 €;205.10 €;74;13 701 €;13 650 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
GBPE003;GBPE00340;Méatotomie nasale inférieure bilatérale, par endoscopie;4;0;ADA;86.40 €;86.40 €;3 788;254 977 €;254 883 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
GBPE003;GBPE00310;Méatotomie nasale inférieure bilatérale, par endoscopie;1;0;ATM;250.80 €;250.80 €;3 854;829 319 €;828 911 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
GBQA002;GBQA00210;Sinusoscopie maxillaire, par voie méatale inférieure et/ou par abord de la fosse canine [abord vestibulaire];1;0;ADC;57.75 €;57.69 €;5 742;309 456 €;232 177 €;Endoscopie de l'appareil respiratoire (voies aériennes supérieures);Actes techniques médicaux diagnostiques
GBQD001;GBQD00110;Manométrie des sinus paranasaux;1;0;ATM;61.60 €;47.82 €;117;2 241 €;1 542 €;Épreuve fonctionnelle respiratoire;Actes techniques médicaux diagnostiques
GBQE001;GBQE00110;Sinusoscopie sphénoïdale;1;0;ATM;92.40 €;81.82 €;2 578;205 365 €;156 265 €;Endoscopie de l'appareil respiratoire (voies aériennes supérieures);Actes techniques médicaux diagnostiques
GBQE002;GBQE00210;Sinusoscopie frontale;1;0;ATM;77.77 €;73.33 €;667;38 359 €;28 717 €;Endoscopie de l'appareil respiratoire (voies aériennes supérieures);Actes techniques médicaux diagnostiques
GBQM001;GBQM00110;Échographie unilatérale ou bilatérale du sinus maxillaire et/ou du sinus frontal;1;0;ADE;34.97 €;34.97 €;20 249;586 366 €;419 306 €;Autres Échographies;Imagerie Échographie
GCCD001;GCCD00140;Perforation [Discision] unilatérale ou bilatérale des choanes;4;0;ADA;81.40 €;81.40 €;0;;;Autres Actes de Chirurgie;Actes chirurgicaux
GCCD001;GCCD00110;Perforation [Discision] unilatérale ou bilatérale des choanes;1;0;ADC;110.88 €;90.65 €;3;61 €;48 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCFA001;GCFA00140;Exérèse de lésion du rhinopharynx et/ou de la fosse infratemporale, par abord préauriculaire et/ou par abord transzygomatique;4;0;ADA;366.40 €;366.40 €;1;372 €;372 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCFA001;GCFA00110;Exérèse de lésion du rhinopharynx et/ou de la fosse infratemporale, par abord préauriculaire et/ou par abord transzygomatique;1;0;ADC;759.58 €;759.58 €;2;1 001 €;1 001 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCFA002;GCFA00210;Exérèse de lésion du rhinopharynx et/ou de la fosse infratemporale, par abord transpétreux antérieur;1;0;ADC;759.58 €;759.58 €;2;203 €;193 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCFA003;GCFA00340;Exérèse de lésion du rhinopharynx, par abord transpalatin avec laser;4;0;ADA;154.94 €;154.94 €;1;79 €;79 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCFA003;GCFA00310;Exérèse de lésion du rhinopharynx, par abord transpalatin avec laser;1;0;ADC;248.71 €;214.48 €;2;381 €;381 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCFA004;GCFA00440;Exérèse de lésion du rhinopharynx et/ou de la fosse infratemporale, par abord transmandibulaire;4;0;ADA;355.05 €;355.05 €;1;270 €;270 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCFA004;GCFA00410;Exérèse de lésion du rhinopharynx et/ou de la fosse infratemporale, par abord transmandibulaire;1;0;ADC;850.85 €;651.49 €;1;528 €;528 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCFA005;GCFA00540;Exérèse de lésion du rhinopharynx, par abord transpalatin sans laser;4;0;ADA;154.94 €;154.94 €;16;2 438 €;2 438 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCFA005;GCFA00510;Exérèse de lésion du rhinopharynx, par abord transpalatin sans laser;1;0;ADC;248.71 €;214.48 €;17;3 517 €;3 507 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCFA006;GCFA00640;Exérèse de lésion du rhinopharynx et/ou de la fosse infratemporale, par abord transmaxillaire et par abord transmandibulaire;4;0;ADA;366.40 €;366.40 €;1;372 €;372 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCFA006;GCFA00610;Exérèse de lésion du rhinopharynx et/ou de la fosse infratemporale, par abord transmaxillaire et par abord transmandibulaire;1;0;ADC;1 037.19 €;759.58 €;1;821 €;821 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCFA007;GCFA00740;Exérèse de lésion du rhinopharynx et/ou de la fosse infratemporale, par abord transmaxillaire;4;0;ADA;355.05 €;355.05 €;13;4 709 €;4 709 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCFA007;GCFA00710;Exérèse de lésion du rhinopharynx et/ou de la fosse infratemporale, par abord transmaxillaire;1;0;ADC;850.85 €;651.49 €;14;11 011 €;11 011 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCFD001;GCFD00110;Exérèse de lésion du rhinopharynx, par voie nasale et/ou par voie buccale sans laser;1;0;ATM;135.52 €;96.16 €;895;89 570 €;88 382 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
GCFD002;GCFD00210;Exérèse de lésion du rhinopharynx, par voie nasale et/ou par voie buccale avec laser;1;0;ATM;135.52 €;96.16 €;877;84 119 €;83 261 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
GCME001;GCME00110;Plastie des choanes par endoscopie nasale avec laser, pour imperforation bilatérale;1;0;ADC;313.50 €;313.50 €;2;29 €;29 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCME002;GCME00240;Plastie des choanes par endoscopie nasale avec laser, pour imperforation unilatérale;4;0;ADA;133.08 €;133.08 €;1;135 €;135 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCME002;GCME00210;Plastie des choanes par endoscopie nasale avec laser, pour imperforation unilatérale;1;0;ADC;209.00 €;209.00 €;1;226 €;226 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCME003;GCME00340;Plastie des choanes par endoscopie nasale sans laser, pour imperforation bilatérale;4;0;ADA;184.76 €;184.76 €;4;797 €;797 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCME003;GCME00310;Plastie des choanes par endoscopie nasale sans laser, pour imperforation bilatérale;1;0;ADC;305.00 €;305.00 €;4;1 154 €;1 154 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCME004;GCME00440;Plastie des choanes par endoscopie nasale sans laser, pour imperforation unilatérale;4;0;ADA;133.08 €;133.08 €;18;2 455 €;2 455 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCME004;GCME00410;Plastie des choanes par endoscopie nasale sans laser, pour imperforation unilatérale;1;0;ADC;209.00 €;209.00 €;19;4 395 €;4 395 €;Autres Actes de Chirurgie;Actes chirurgicaux
GCQE001;GCQE00110;Fibroscopie du pharynx et du larynx, par voie nasale;1;0;ATM;28.80 €;28.80 €;350 315;5 968 492 €;4 371 628 €;Endoscopie de l'appareil respiratoire (voies aériennes supérieures);Actes techniques médicaux diagnostiques
GCQE002;GCQE00240;Endoscopie du rhinopharynx [cavum], par voie buccale sous anesthésie générale;4;0;ADA;65.98 €;65.98 €;946;47 231 €;46 780 €;Endoscopie de l'appareil respiratoire (voies aériennes supérieures);Actes techniques médicaux diagnostiques
GCQE002;GCQE00210;Endoscopie du rhinopharynx [cavum], par voie buccale sous anesthésie générale;1;0;ATM;42.35 €;36.66 €;1 289;27 553 €;25 032 €;Endoscopie de l'appareil respiratoire (voies aériennes supérieures);Actes techniques médicaux diagnostiques
GCQE003;GCQE00310;Fibroscopie du pharynx et du larynx par voie nasale, avec examen stroboscopique du larynx;1;0;ATM;33.11 €;31.30 €;5 907;142 609 €;100 098 €;Endoscopie de l'appareil respiratoire (voies aériennes supérieures);Actes techniques médicaux diagnostiques
GCQX004;GCQX00410;Examen anatomopathologique à visée carcinologique de pièce d'exérèse de cavité nasale [fosse nasale] et/ou de sinus paranasal;1;0;ATM;68.20 €;68.20 €;2 294;156 589 €;146 153 €;Examen à visée K d'exérèse du haut appareil respiratoire;Examen à visée K d'exérèse du haut appareil respiratoire
GCQX005;GCQX00510;Examen anatomopathologique à visée carcinologique de pièce d'exérèse du rhinopharynx;1;0;ATM;66.45 €;66.45 €;468;31 047 €;30 004 €;Examen à visée K d'exérèse du haut appareil respiratoire;Examen à visée K d'exérèse du haut appareil respiratoire
GDCA001;GDCA00140;Suture de plaie du larynx;4;0;ADA;119.13 €;119.13 €;5;692 €;692 €;Autres Actes de Chirurgie;Actes chirurgicaux
GDCA001;GDCA00110;Suture de plaie du larynx;1;0;ADC;248.71 €;188.14 €;7;1 217 €;1 217 €;Autres Actes de Chirurgie;Actes chirurgicaux
GDCA002;GDCA00240;Exclusion du larynx;4;0;ADA;129.40 €;129.40 €;1;131 €;131 €;Autres Actes de Chirurgie;Actes chirurgicaux
GDCA002;GDCA00210;Exclusion du larynx;1;0;ADC;216.37 €;169.39 €;1;172 €;172 €;Autres Actes de Chirurgie;Actes chirurgicaux
GDEA001;GDEA00140;Médialisation du pli vocal [corde vocale], par cervicotomie;4;0;ADA;115.09 €;115.09 €;7;771 €;771 €;Autres Actes de Chirurgie;Actes chirurgicaux
GDEA001;GDEA00110;Médialisation du pli vocal [corde vocale], par cervicotomie;1;0;ADC;231.00 €;177.88 €;15;2 834 €;2 834 €;Autres Actes de Chirurgie;Actes chirurgicaux
GDFA001;GDFA00140;Hyo-thyro-épiglottectomie;4;0;ADA;170.37 €;170.37 €;1;203 €;203 €;Autres Actes de Chirurgie;Actes chirurgicaux
GDFA001;GDFA00110;Hyo-thyro-épiglottectomie;1;0;ADC;471.24 €;361.10 €;9;2 109 €;1 962 €;Autres Actes de Chirurgie;Actes chirurgicaux
GDFA002;GDFA00240;Cordectomie laryngée bilatérale, par thyrotomie;4;0;ADA;135.55 €;135.55 €;4;550 €;550 €;Autres Actes de Chirurgie;Actes chirurgicaux
GDFA002;GDFA00210;Cordectomie laryngée bilatérale, par thyrotomie;1;0;ADC;238.70 €;226.23 €;4;978 €;978 €;Autres Actes de Chirurgie;Actes chirurgicaux
GDFA003;GDFA00340;Glottectomie horizontale;4;0;ADA;202.63 €;202.63 €;7;1 488 €;1 488 €;Autres Actes de Chirurgie;Actes chirurgicaux
